Leading Cancer Sites,States,Year,Age Groups,Gender,Gender Code,Count,Population,Crude Rate,Region,Age_Flag,Age_max
Leukemias,Arkansas,2019,80-84 years,Male,M,29.0,27013.0,107.4,South,Elderly group,84.0
Leukemias,Arkansas,2019,85+ years,Male,M,35.0,21692.0,161.3,South,Elderly group,89.0
Leukemias,California,2019,1-4 years,Male,M,100.0,982107.0,10.2,West,Pediatric group,4.0
Leukemias,California,2019,5-9 years,Male,M,67.0,1267835.0,5.3,West,Pediatric group,9.0
Leukemias,California,2019,10-14 years,Male,M,44.0,1292746.0,3.4,West,Pediatric group,14.0
Leukemias,California,2019,15-19 years,Male,M,78.0,1291291.0,6.0,West,Young age group,19.0
Leukemias,California,2019,20-24 years,Male,M,59.0,1356036.0,4.4,West,Young age group,24.0
Leukemias,California,2019,25-29 years,Male,M,69.0,1599701.0,4.3,West,Young age group,29.0
Leukemias,California,2019,30-34 years,Male,M,51.0,1524187.0,3.3,West,Adult age group,34.0
Leukemias,California,2019,35-39 years,Male,M,73.0,1414712.0,5.2,West,Adult age group,39.0
Leukemias,California,2019,40-44 years,Male,M,75.0,1253698.0,6.0,West,Adult age group,44.0
Leukemias,California,2019,45-49 years,Male,M,111.0,1250115.0,8.9,West,Adult age group,49.0
Leukemias,California,2019,50-54 years,Male,M,146.0,1225041.0,11.9,West,Middle age group,54.0
Leukemias,California,2019,55-59 years,Male,M,237.0,1230245.0,19.3,West,Middle age group,59.0
Leukemias,California,2019,60-64 years ,Male,M,297.0,1097086.0,27.1,West,Middle age group,64.0
Leukemias,California,2019,65-69 years,Male,M,335.0,883216.0,37.9,West,Elderly group,69.0
Leukemias,California,2019,70-74 years,Male,M,383.0,686769.0,55.8,West,Elderly group,74.0
Leukemias,California,2019,75-79 years,Male,M,319.0,451472.0,70.7,West,Elderly group,79.0
Leukemias,California,2019,80-84 years,Male,M,275.0,291587.0,94.3,West,Elderly group,84.0
Leukemias,California,2019,85+ years,Male,M,237.0,279780.0,84.7,West,Elderly group,89.0
Leukemias,Colorado,2019,40-44 years,Male,M,16.0,191041.0,8.4,West,Adult age group,44.0
Leukemias,Colorado,2019,45-49 years,Male,M,23.0,187227.0,12.3,West,Adult age group,49.0
Leukemias,Colorado,2019,50-54 years,Male,M,21.0,171196.0,12.3,West,Middle age group,54.0
Leukemias,Colorado,2019,55-59 years,Male,M,29.0,178711.0,16.2,West,Middle age group,59.0
Leukemias,Colorado,2019,60-64 years ,Male,M,54.0,168947.0,32.0,West,Middle age group,64.0
Leukemias,Colorado,2019,65-69 years,Male,M,54.0,141710.0,38.1,West,Elderly group,69.0
Leukemias,Colorado,2019,70-74 years,Male,M,55.0,107867.0,51.0,West,Elderly group,74.0
Leukemias,Colorado,2019,75-79 years,Male,M,53.0,65395.0,81.0,West,Elderly group,79.0
Leukemias,Colorado,2019,80-84 years,Male,M,36.0,38722.0,93.0,West,Elderly group,84.0
Leukemias,Colorado,2019,85+ years,Male,M,37.0,33290.0,111.1,West,Elderly group,89.0
Leukemias,Connecticut,2019,50-54 years,Male,M,25.0,121505.0,20.6,North-East,Middle age group,54.0
Leukemias,Connecticut,2019,55-59 years,Male,M,37.0,129605.0,28.5,North-East,Middle age group,59.0
Leukemias,Connecticut,2019,60-64 years ,Male,M,38.0,118388.0,32.1,North-East,Middle age group,64.0
Leukemias,Connecticut,2019,65-69 years,Male,M,44.0,92238.0,47.7,North-East,Elderly group,69.0
Leukemias,Connecticut,2019,70-74 years,Male,M,57.0,72253.0,78.9,North-East,Elderly group,74.0
Leukemias,Connecticut,2019,75-79 years,Male,M,54.0,49743.0,108.6,North-East,Elderly group,79.0
Leukemias,Connecticut,2019,80-84 years,Male,M,48.0,30646.0,156.6,North-East,Elderly group,84.0
Leukemias,Connecticut,2019,85+ years,Male,M,37.0,31091.0,119.0,North-East,Elderly group,89.0
Leukemias,Florida,2019,1-4 years,Male,M,48.0,469592.0,10.2,South,Pediatric group,4.0
Leukemias,Florida,2019,5-9 years,Male,M,30.0,596098.0,5.0,South,Pediatric group,9.0
Leukemias,Florida,2019,10-14 years,Male,M,17.0,615790.0,2.8,South,Pediatric group,14.0
Leukemias,Florida,2019,15-19 years,Male,M,20.0,615879.0,3.2,South,Young age group,19.0
Leukemias,Florida,2019,20-24 years,Male,M,27.0,641473.0,4.2,South,Young age group,24.0
Leukemias,Florida,2019,25-29 years,Male,M,24.0,726018.0,3.3,South,Young age group,29.0
Leukemias,Florida,2019,30-34 years,Male,M,37.0,703433.0,5.3,South,Adult age group,34.0
Leukemias,Florida,2019,35-39 years,Male,M,34.0,667063.0,5.1,South,Adult age group,39.0
Leukemias,Florida,2019,40-44 years,Male,M,41.0,624833.0,6.6,South,Adult age group,44.0
Leukemias,Florida,2019,45-49 years,Male,M,74.0,659172.0,11.2,South,Adult age group,49.0
Leukemias,Florida,2019,50-54 years,Male,M,96.0,669897.0,14.3,South,Middle age group,54.0
Leukemias,Florida,2019,55-59 years,Male,M,162.0,716609.0,22.6,South,Middle age group,59.0
Leukemias,Florida,2019,60-64 years ,Male,M,248.0,658745.0,37.6,South,Middle age group,64.0
Leukemias,Florida,2019,65-69 years,Male,M,326.0,592858.0,55.0,South,Elderly group,69.0
Leukemias,Florida,2019,70-74 years,Male,M,406.0,539336.0,75.3,South,Elderly group,74.0
Leukemias,Florida,2019,75-79 years,Male,M,414.0,398458.0,103.9,South,Elderly group,79.0
Leukemias,Florida,2019,80-84 years,Male,M,317.0,260167.0,121.8,South,Elderly group,84.0
Leukemias,Florida,2019,85+ years,Male,M,265.0,236724.0,111.9,South,Elderly group,89.0
Leukemias,Georgia,2019,1-4 years,Male,M,17.0,269715.0,6.3,South,Pediatric group,4.0
Leukemias,Georgia,2019,5-9 years,Male,M,18.0,349414.0,5.2,South,Pediatric group,9.0
Leukemias,Georgia,2019,10-14 years,Male,M,16.0,370937.0,4.3,South,Pediatric group,14.0
Leukemias,Georgia,2019,30-34 years,Male,M,18.0,355769.0,5.1,South,Adult age group,34.0
Leukemias,Georgia,2019,35-39 years,Male,M,17.0,343438.0,4.9,South,Adult age group,39.0
Leukemias,Georgia,2019,40-44 years,Male,M,23.0,323206.0,7.1,South,Adult age group,44.0
Leukemias,Georgia,2019,45-49 years,Male,M,40.0,344476.0,11.6,South,Adult age group,49.0
Leukemias,Georgia,2019,50-54 years,Male,M,55.0,334207.0,16.5,South,Middle age group,54.0
Leukemias,Georgia,2019,55-59 years,Male,M,82.0,332388.0,24.7,South,Middle age group,59.0
Leukemias,Georgia,2019,60-64 years ,Male,M,99.0,290233.0,34.1,South,Middle age group,64.0
Leukemias,Georgia,2019,65-69 years,Male,M,105.0,233236.0,45.0,South,Elderly group,69.0
Leukemias,Georgia,2019,70-74 years,Male,M,137.0,187877.0,72.9,South,Elderly group,74.0
Leukemias,Georgia,2019,75-79 years,Male,M,109.0,120727.0,90.3,South,Elderly group,79.0
Leukemias,Georgia,2019,80-84 years,Male,M,82.0,68618.0,119.5,South,Elderly group,84.0
Leukemias,Georgia,2019,85+ years,Male,M,62.0,51922.0,119.4,South,Elderly group,89.0
Leukemias,Hawaii,2019,65-69 years,Male,M,18.0,40046.0,44.9,West,Elderly group,69.0
Leukemias,Hawaii,2019,75-79 years,Male,M,18.0,21148.0,85.1,West,Elderly group,79.0
Leukemias,Idaho,2019,55-59 years,Male,M,18.0,53678.0,33.5,West,Middle age group,59.0
Leukemias,Idaho,2019,65-69 years,Male,M,24.0,47651.0,50.4,West,Elderly group,69.0
Leukemias,Idaho,2019,70-74 years,Male,M,28.0,38490.0,72.7,West,Elderly group,74.0
Leukemias,Idaho,2019,75-79 years,Male,M,28.0,25161.0,111.3,West,Elderly group,79.0
Leukemias,Idaho,2019,80-84 years,Male,M,25.0,14900.0,167.8,West,Elderly group,84.0
Leukemias,Idaho,2019,85+ years,Male,M,19.0,11761.0,161.6,West,Elderly group,89.0
Leukemias,Illinois,2019,1-4 years,Male,M,25.0,308425.0,8.1,Mid-West,Pediatric group,4.0
Leukemias,Illinois,2019,5-9 years,Male,M,17.0,393605.0,4.3,Mid-West,Pediatric group,9.0
Leukemias,Illinois,2019,30-34 years,Male,M,17.0,435793.0,3.9,Mid-West,Adult age group,34.0
Leukemias,Illinois,2019,35-39 years,Male,M,24.0,425776.0,5.6,Mid-West,Adult age group,39.0
Leukemias,Illinois,2019,40-44 years,Male,M,18.0,392531.0,4.6,Mid-West,Adult age group,44.0
Leukemias,Illinois,2019,45-49 years,Male,M,44.0,395188.0,11.1,Mid-West,Adult age group,49.0
Leukemias,Illinois,2019,50-54 years,Male,M,64.0,394391.0,16.2,Mid-West,Middle age group,54.0
Leukemias,Illinois,2019,55-59 years,Male,M,111.0,417135.0,26.6,Mid-West,Middle age group,59.0
Leukemias,Illinois,2019,60-64 years ,Male,M,116.0,386164.0,30.0,Mid-West,Middle age group,64.0
Leukemias,Illinois,2019,65-69 years,Male,M,139.0,311681.0,44.6,Mid-West,Elderly group,69.0
Leukemias,Illinois,2019,70-74 years,Male,M,138.0,235792.0,58.5,Mid-West,Elderly group,74.0
Leukemias,Illinois,2019,75-79 years,Male,M,127.0,157009.0,80.9,Mid-West,Elderly group,79.0
Leukemias,Illinois,2019,80-84 years,Male,M,128.0,99464.0,128.7,Mid-West,Elderly group,84.0
Leukemias,Illinois,2019,85+ years,Male,M,95.0,90831.0,104.6,Mid-West,Elderly group,89.0
Leukemias,Indiana,2019,45-49 years,Male,M,32.0,206319.0,15.5,Mid-West,Adult age group,49.0
Leukemias,Indiana,2019,50-54 years,Male,M,21.0,203418.0,10.3,Mid-West,Middle age group,54.0
Leukemias,Indiana,2019,55-59 years,Male,M,46.0,219431.0,21.0,Mid-West,Middle age group,59.0
Leukemias,Indiana,2019,60-64 years ,Male,M,66.0,206150.0,32.0,Mid-West,Middle age group,64.0
Leukemias,Indiana,2019,65-69 years,Male,M,72.0,169871.0,42.4,Mid-West,Elderly group,69.0
Leukemias,Indiana,2019,70-74 years,Male,M,74.0,128756.0,57.5,Mid-West,Elderly group,74.0
Leukemias,Indiana,2019,75-79 years,Male,M,67.0,84547.0,79.2,Mid-West,Elderly group,79.0
Leukemias,Indiana,2019,80-84 years,Male,M,56.0,51872.0,108.0,Mid-West,Elderly group,84.0
Leukemias,Indiana,2019,85+ years,Male,M,41.0,44421.0,92.3,Mid-West,Elderly group,89.0
Leukemias,Iowa,2019,50-54 years,Male,M,18.0,92514.0,19.5,Mid-West,Middle age group,54.0
Leukemias,Iowa,2019,55-59 years,Male,M,29.0,104175.0,27.8,Mid-West,Middle age group,59.0
Leukemias,Iowa,2019,60-64 years ,Male,M,39.0,101015.0,38.6,Mid-West,Middle age group,64.0
Leukemias,Iowa,2019,65-69 years,Male,M,56.0,86354.0,64.8,Mid-West,Elderly group,69.0
Leukemias,Iowa,2019,70-74 years,Male,M,66.0,63841.0,103.4,Mid-West,Elderly group,74.0
Leukemias,Iowa,2019,75-79 years,Male,M,47.0,42757.0,109.9,Mid-West,Elderly group,79.0
Leukemias,Iowa,2019,80-84 years,Male,M,35.0,28631.0,122.2,Mid-West,Elderly group,84.0
Leukemias,Iowa,2019,85+ years,Male,M,44.0,26697.0,164.8,Mid-West,Elderly group,89.0
Leukemias,Kansas,2019,55-59 years,Male,M,19.0,92206.0,20.6,Mid-West,Middle age group,59.0
Leukemias,Kansas,2019,60-64 years ,Male,M,22.0,88946.0,24.7,Mid-West,Middle age group,64.0
Leukemias,Kansas,2019,65-69 years,Male,M,39.0,74294.0,52.5,Mid-West,Elderly group,69.0
Leukemias,Kansas,2019,70-74 years,Male,M,31.0,55904.0,55.5,Mid-West,Elderly group,74.0
Leukemias,Kansas,2019,75-79 years,Male,M,28.0,36331.0,77.1,Mid-West,Elderly group,79.0
Leukemias,Kansas,2019,80-84 years,Male,M,24.0,23789.0,100.9,Mid-West,Elderly group,84.0
Leukemias,Kansas,2019,85+ years,Male,M,31.0,23180.0,133.7,Mid-West,Elderly group,89.0
Leukemias,Kentucky,2019,1-4 years,Male,M,16.0,112821.0,14.2,South,Pediatric group,4.0
Leukemias,Kentucky,2019,45-49 years,Male,M,20.0,139582.0,14.3,South,Adult age group,49.0
Leukemias,Kentucky,2019,50-54 years,Male,M,35.0,139402.0,25.1,South,Middle age group,54.0
Leukemias,Kentucky,2019,55-59 years,Male,M,46.0,148487.0,31.0,South,Middle age group,59.0
Leukemias,Kentucky,2019,60-64 years ,Male,M,66.0,139014.0,47.5,South,Middle age group,64.0
Leukemias,Kentucky,2019,65-69 years,Male,M,83.0,117229.0,70.8,South,Elderly group,69.0
Leukemias,Kentucky,2019,70-74 years,Male,M,67.0,92351.0,72.5,South,Elderly group,74.0
Leukemias,Kentucky,2019,75-79 years,Male,M,56.0,59417.0,94.2,South,Elderly group,79.0
Leukemias,Kentucky,2019,80-84 years,Male,M,44.0,35964.0,122.3,South,Elderly group,84.0
Leukemias,Kentucky,2019,85+ years,Male,M,31.0,27963.0,110.9,South,Elderly group,89.0
Leukemias,Louisiana,2019,1-4 years,Male,M,17.0,124275.0,13.7,South,Pediatric group,4.0
Leukemias,Louisiana,2019,50-54 years,Male,M,31.0,135230.0,22.9,South,Middle age group,54.0
Leukemias,Louisiana,2019,55-59 years,Male,M,36.0,147858.0,24.3,South,Middle age group,59.0
Leukemias,Louisiana,2019,60-64 years ,Male,M,52.0,141022.0,36.9,South,Middle age group,64.0
Leukemias,Louisiana,2019,65-69 years,Male,M,60.0,116241.0,51.6,South,Elderly group,69.0
Leukemias,Louisiana,2019,70-74 years,Male,M,55.0,89033.0,61.8,South,Elderly group,74.0
Leukemias,Louisiana,2019,75-79 years,Male,M,55.0,57329.0,95.9,South,Elderly group,79.0
Leukemias,Louisiana,2019,80-84 years,Male,M,49.0,35036.0,139.9,South,Elderly group,84.0
Leukemias,Louisiana,2019,85+ years,Male,M,33.0,28679.0,115.1,South,Elderly group,89.0
Leukemias,Maine,2019,55-59 years,Male,M,17.0,51487.0,33.0,North-East,Middle age group,59.0
Leukemias,Maine,2019,60-64 years ,Male,M,25.0,50712.0,49.3,North-East,Middle age group,64.0
Leukemias,Maine,2019,65-69 years,Male,M,20.0,44749.0,44.7,North-East,Elderly group,69.0
Leukemias,Maine,2019,70-74 years,Male,M,29.0,36332.0,79.8,North-East,Elderly group,74.0
Leukemias,Maine,2019,75-79 years,Male,M,22.0,23197.0,94.8,North-East,Elderly group,79.0
Leukemias,Maine,2019,80-84 years,Male,M,22.0,13800.0,159.4,North-East,Elderly group,84.0
Leukemias,Maryland,2019,45-49 years,Male,M,28.0,185540.0,15.1,South,Adult age group,49.0
Leukemias,Maryland,2019,50-54 years,Male,M,26.0,196128.0,13.3,South,Middle age group,54.0
Leukemias,Maryland,2019,55-59 years,Male,M,37.0,206327.0,17.9,South,Middle age group,59.0
Leukemias,Maryland,2019,60-64 years ,Male,M,46.0,182828.0,25.2,South,Middle age group,64.0
Leukemias,Maryland,2019,65-69 years,Male,M,62.0,143139.0,43.3,South,Elderly group,69.0
Leukemias,Maryland,2019,70-74 years,Male,M,71.0,112376.0,63.2,South,Elderly group,74.0
Leukemias,Maryland,2019,75-79 years,Male,M,56.0,73831.0,75.8,South,Elderly group,79.0
Leukemias,Maryland,2019,80-84 years,Male,M,40.0,44831.0,89.2,South,Elderly group,84.0
Leukemias,Maryland,2019,85+ years,Male,M,54.0,41232.0,131.0,South,Elderly group,89.0
Leukemias,Massachusetts,2019,40-44 years,Male,M,16.0,197646.0,8.1,North-East,Adult age group,44.0
Leukemias,Massachusetts,2019,45-49 years,Male,M,17.0,207666.0,8.2,North-East,Adult age group,49.0
Leukemias,Massachusetts,2019,50-54 years,Male,M,34.0,225247.0,15.1,North-East,Middle age group,54.0
Leukemias,Massachusetts,2019,55-59 years,Male,M,40.0,237611.0,16.8,North-East,Middle age group,59.0
Leukemias,Massachusetts,2019,60-64 years ,Male,M,68.0,216000.0,31.5,North-East,Middle age group,64.0
Leukemias,Massachusetts,2019,65-69 years,Male,M,74.0,174709.0,42.4,North-East,Elderly group,69.0
Leukemias,Massachusetts,2019,70-74 years,Male,M,95.0,136592.0,69.6,North-East,Elderly group,74.0
Leukemias,Massachusetts,2019,75-79 years,Male,M,71.0,88472.0,80.3,North-East,Elderly group,79.0
Leukemias,Massachusetts,2019,80-84 years,Male,M,66.0,54513.0,121.1,North-East,Elderly group,84.0
Leukemias,Massachusetts,2019,85+ years,Male,M,73.0,53639.0,136.1,North-East,Elderly group,89.0
Leukemias,Michigan,2019,1-4 years,Male,M,21.0,234080.0,9.0,Mid-West,Pediatric group,4.0
Leukemias,Michigan,2019,35-39 years,Male,M,20.0,299564.0,6.7,Mid-West,Adult age group,39.0
Leukemias,Michigan,2019,40-44 years,Male,M,17.0,280400.0,6.1,Mid-West,Adult age group,44.0
Leukemias,Michigan,2019,45-49 years,Male,M,25.0,301904.0,8.3,Mid-West,Adult age group,49.0
Leukemias,Michigan,2019,50-54 years,Male,M,59.0,317052.0,18.6,Mid-West,Middle age group,54.0
Leukemias,Michigan,2019,55-59 years,Male,M,84.0,346483.0,24.2,Mid-West,Middle age group,59.0
Leukemias,Michigan,2019,60-64 years ,Male,M,117.0,333643.0,35.1,Mid-West,Middle age group,64.0
Leukemias,Michigan,2019,65-69 years,Male,M,143.0,277951.0,51.4,Mid-West,Elderly group,69.0
Leukemias,Michigan,2019,70-74 years,Male,M,147.0,211655.0,69.5,Mid-West,Elderly group,74.0
Leukemias,Michigan,2019,75-79 years,Male,M,158.0,141290.0,111.8,Mid-West,Elderly group,79.0
Leukemias,Michigan,2019,80-84 years,Male,M,84.0,85115.0,98.7,Mid-West,Elderly group,84.0
Leukemias,Michigan,2019,85+ years,Male,M,85.0,74303.0,114.4,Mid-West,Elderly group,89.0
Leukemias,Minnesota,2019,45-49 years,Male,M,17.0,166140.0,10.2,Mid-West,Adult age group,49.0
Leukemias,Minnesota,2019,50-54 years,Male,M,26.0,172437.0,15.1,Mid-West,Middle age group,54.0
Leukemias,Minnesota,2019,55-59 years,Male,M,38.0,194539.0,19.5,Mid-West,Middle age group,59.0
Leukemias,Minnesota,2019,60-64 years ,Male,M,56.0,180058.0,31.1,Mid-West,Middle age group,64.0
Leukemias,Minnesota,2019,65-69 years,Male,M,76.0,147771.0,51.4,Mid-West,Elderly group,69.0
Leukemias,Minnesota,2019,70-74 years,Male,M,92.0,108169.0,85.1,Mid-West,Elderly group,74.0
Leukemias,Minnesota,2019,75-79 years,Male,M,78.0,72620.0,107.4,Mid-West,Elderly group,79.0
Leukemias,Minnesota,2019,80-84 years,Male,M,62.0,46565.0,133.1,Mid-West,Elderly group,84.0
Leukemias,Minnesota,2019,85+ years,Male,M,55.0,43604.0,126.1,Mid-West,Elderly group,89.0
Leukemias,Mississippi,2019,50-54 years,Male,M,17.0,86914.0,19.6,South,Middle age group,54.0
Leukemias,Mississippi,2019,60-64 years ,Male,M,33.0,88873.0,37.1,South,Middle age group,64.0
Leukemias,Mississippi,2019,65-69 years,Male,M,34.0,74130.0,45.9,South,Elderly group,69.0
Leukemias,Mississippi,2019,70-74 years,Male,M,30.0,58965.0,50.9,South,Elderly group,74.0
Leukemias,Mississippi,2019,75-79 years,Male,M,31.0,38014.0,81.5,South,Elderly group,79.0
Leukemias,Mississippi,2019,80-84 years,Male,M,20.0,23539.0,85.0,South,Elderly group,84.0
Leukemias,Missouri,2019,40-44 years,Male,M,19.0,177252.0,10.7,Mid-West,Adult age group,44.0
Leukemias,Missouri,2019,45-49 years,Male,M,23.0,179336.0,12.8,Mid-West,Adult age group,49.0
Leukemias,Missouri,2019,50-54 years,Male,M,34.0,181452.0,18.7,Mid-West,Middle age group,54.0
Leukemias,Missouri,2019,55-59 years,Male,M,49.0,207419.0,23.6,Mid-West,Middle age group,59.0
Leukemias,Missouri,2019,60-64 years ,Male,M,70.0,194001.0,36.1,Mid-West,Middle age group,64.0
Leukemias,Missouri,2019,65-69 years,Male,M,78.0,159404.0,48.9,Mid-West,Elderly group,69.0
Leukemias,Missouri,2019,70-74 years,Male,M,66.0,124964.0,52.8,Mid-West,Elderly group,74.0
Leukemias,Missouri,2019,75-79 years,Male,M,80.0,85809.0,93.2,Mid-West,Elderly group,79.0
Leukemias,Missouri,2019,80-84 years,Male,M,58.0,53255.0,108.9,Mid-West,Elderly group,84.0
Leukemias,Missouri,2019,85+ years,Male,M,51.0,46621.0,109.4,Mid-West,Elderly group,89.0
Leukemias,Montana,2019,60-64 years ,Male,M,18.0,37323.0,48.2,West,Middle age group,64.0
Leukemias,Montana,2019,65-69 years,Male,M,19.0,34784.0,54.6,West,Elderly group,69.0
Leukemias,Montana,2019,70-74 years,Male,M,28.0,26957.0,103.9,West,Elderly group,74.0
Leukemias,Montana,2019,75-79 years,Male,M,16.0,17568.0,91.1,West,Elderly group,79.0
Leukemias,Montana,2019,80-84 years,Male,M,16.0,10474.0,152.8,West,Elderly group,84.0
Leukemias,Nebraska,2019,60-64 years ,Male,M,21.0,58457.0,35.9,Mid-West,Middle age group,64.0
Leukemias,Nebraska,2019,65-69 years,Male,M,25.0,48793.0,51.2,Mid-West,Elderly group,69.0
Leukemias,Nebraska,2019,70-74 years,Male,M,25.0,36439.0,68.6,Mid-West,Elderly group,74.0
Leukemias,Nebraska,2019,75-79 years,Male,M,17.0,23972.0,70.9,Mid-West,Elderly group,79.0
Leukemias,Nebraska,2019,80-84 years,Male,M,22.0,15835.0,138.9,Mid-West,Elderly group,84.0
Leukemias,Nebraska,2019,85+ years,Male,M,30.0,15257.0,196.6,Mid-West,Elderly group,89.0
Leukemias,New Hampshire,2019,55-59 years,Male,M,20.0,54061.0,37.0,North-East,Middle age group,59.0
Leukemias,New Hampshire,2019,70-74 years,Male,M,27.0,32350.0,83.5,North-East,Elderly group,74.0
Leukemias,New Hampshire,2019,75-79 years,Male,M,22.0,20314.0,108.3,North-East,Elderly group,79.0
Leukemias,New Hampshire,2019,85+ years,Male,M,20.0,10777.0,185.6,North-East,Elderly group,89.0
Leukemias,New Jersey,2019,1-4 years,Male,M,16.0,213359.0,7.5,North-East,Pediatric group,4.0
Leukemias,New Jersey,2019,30-34 years,Male,M,20.0,291378.0,6.9,North-East,Adult age group,34.0
Leukemias,New Jersey,2019,35-39 years,Male,M,28.0,289218.0,9.7,North-East,Adult age group,39.0
Leukemias,New Jersey,2019,40-44 years,Male,M,21.0,275804.0,7.6,North-East,Adult age group,44.0
Leukemias,New Jersey,2019,45-49 years,Male,M,36.0,287110.0,12.5,North-East,Adult age group,49.0
Leukemias,New Jersey,2019,50-54 years,Male,M,62.0,299421.0,20.7,North-East,Middle age group,54.0
Leukemias,New Jersey,2019,55-59 years,Male,M,85.0,312164.0,27.2,North-East,Middle age group,59.0
Leukemias,New Jersey,2019,60-64 years ,Male,M,102.0,278186.0,36.7,North-East,Middle age group,64.0
Leukemias,New Jersey,2019,65-69 years,Male,M,106.0,215780.0,49.1,North-East,Elderly group,69.0
Leukemias,New Jersey,2019,70-74 years,Male,M,138.0,168667.0,81.8,North-East,Elderly group,74.0
Leukemias,New Jersey,2019,75-79 years,Male,M,131.0,113439.0,115.5,North-East,Elderly group,79.0
Leukemias,New Jersey,2019,80-84 years,Male,M,84.0,71989.0,116.7,North-East,Elderly group,84.0
Leukemias,New Jersey,2019,85+ years,Male,M,85.0,68988.0,123.2,North-East,Elderly group,89.0
Leukemias,New Mexico,2019,55-59 years,Male,M,20.0,66168.0,30.2,West,Middle age group,59.0
Leukemias,New Mexico,2019,60-64 years ,Male,M,20.0,63886.0,31.3,West,Middle age group,64.0
Leukemias,New Mexico,2019,65-69 years,Male,M,23.0,57559.0,40.0,West,Elderly group,69.0
Leukemias,New Mexico,2019,70-74 years,Male,M,30.0,47866.0,62.7,West,Elderly group,74.0
Leukemias,New Mexico,2019,75-79 years,Male,M,23.0,31091.0,74.0,West,Elderly group,79.0
Leukemias,New York,2019,1-4 years,Male,M,32.0,462994.0,6.9,North-East,Pediatric group,4.0
Leukemias,New York,2019,5-9 years,Male,M,25.0,572391.0,4.4,North-East,Pediatric group,9.0
Leukemias,New York,2019,10-14 years,Male,M,29.0,563007.0,5.2,North-East,Pediatric group,14.0
