Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,80-84 years,80-84,Female,F,18,98022,18.4
,Brain and Other Nervous System,31010-31040,Georgia,13,2019,2019,85+ years,85+,Female,F,17,99429,17.1
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,35-39 years,35-39,Female,F,16,424635,3.8
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,45-49 years,45-49,Female,F,18,403414,4.5
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,50-54 years,50-54,Female,F,24,404664,5.9
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,55-59 years,55-59,Female,F,38,436885,8.7
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,60-64 years ,60-64,Female,F,41,416640,9.8
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,65-69 years,65-69,Female,F,47,349858,13.4
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,70-74 years,70-74,Female,F,39,278198,14
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,75-79 years,75-79,Female,F,24,201846,11.9
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,80-84 years,80-84,Female,F,19,141930,13.4
,Brain and Other Nervous System,31010-31040,Illinois,17,2019,2019,85+ years,85+,Female,F,17,175653,9.7
,Brain and Other Nervous System,31010-31040,Indiana,18,2019,2019,55-59 years,55-59,Female,F,18,229019,7.9
,Brain and Other Nervous System,31010-31040,Indiana,18,2019,2019,60-64 years ,60-64,Female,F,19,219898,8.6
,Brain and Other Nervous System,31010-31040,Indiana,18,2019,2019,65-69 years,65-69,Female,F,26,188259,13.8
,Brain and Other Nervous System,31010-31040,Indiana,18,2019,2019,70-74 years,70-74,Female,F,20,149296,13.4
,Brain and Other Nervous System,31010-31040,Indiana,18,2019,2019,75-79 years,75-79,Female,F,16,106589,15
,Brain and Other Nervous System,31010-31040,Kentucky,21,2019,2019,55-59 years,55-59,Female,F,18,158450,11.4
,Brain and Other Nervous System,31010-31040,Kentucky,21,2019,2019,60-64 years ,60-64,Female,F,17,152064,11.2
,Brain and Other Nervous System,31010-31040,Kentucky,21,2019,2019,65-69 years,65-69,Female,F,16,131642,12.2
,Brain and Other Nervous System,31010-31040,Kentucky,21,2019,2019,70-74 years,70-74,Female,F,21,106625,19.7
,Brain and Other Nervous System,31010-31040,Louisiana,22,2019,2019,70-74 years,70-74,Female,F,17,104881,16.2
,Brain and Other Nervous System,31010-31040,Maryland,24,2019,2019,55-59 years,55-59,Female,F,18,225788,8
,Brain and Other Nervous System,31010-31040,Maryland,24,2019,2019,60-64 years ,60-64,Female,F,21,204234,10.3
,Brain and Other Nervous System,31010-31040,Maryland,24,2019,2019,65-69 years,65-69,Female,F,19,169494,11.2
,Brain and Other Nervous System,31010-31040,Maryland,24,2019,2019,70-74 years,70-74,Female,F,24,137197,17.5
,Brain and Other Nervous System,31010-31040,Maryland,24,2019,2019,85+ years,85+,Female,F,16,77909,20.5
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,50-54 years,50-54,Female,F,20,239401,8.4
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,55-59 years,55-59,Female,F,18,253511,7.1
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,60-64 years ,60-64,Female,F,29,236116,12.3
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,65-69 years,65-69,Female,F,20,198943,10.1
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,70-74 years,70-74,Female,F,24,162642,14.8
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,75-79 years,75-79,Female,F,23,113551,20.3
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2019,2019,85+ years,85+,Female,F,16,104870,15.3
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,50-54 years,50-54,Female,F,18,324874,5.5
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,55-59 years,55-59,Female,F,28,361769,7.7
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,60-64 years ,60-64,Female,F,29,357447,8.1
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,65-69 years,65-69,Female,F,44,306704,14.3
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,70-74 years,70-74,Female,F,41,241544,17
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,75-79 years,75-79,Female,F,31,171810,18
,Brain and Other Nervous System,31010-31040,Michigan,26,2019,2019,80-84 years,80-84,Female,F,16,115565,13.8
,Brain and Other Nervous System,31010-31040,Minnesota,27,2019,2019,55-59 years,55-59,Female,F,26,196576,13.2
,Brain and Other Nervous System,31010-31040,Minnesota,27,2019,2019,60-64 years ,60-64,Female,F,19,185439,10.2
,Brain and Other Nervous System,31010-31040,Minnesota,27,2019,2019,65-69 years,65-69,Female,F,17,155761,10.9
,Brain and Other Nervous System,31010-31040,Missouri,29,2019,2019,55-59 years,55-59,Female,F,16,218570,7.3
,Brain and Other Nervous System,31010-31040,Missouri,29,2019,2019,60-64 years ,60-64,Female,F,18,210069,8.6
,Brain and Other Nervous System,31010-31040,Missouri,29,2019,2019,65-69 years,65-69,Female,F,23,180332,12.8
,Brain and Other Nervous System,31010-31040,Missouri,29,2019,2019,70-74 years,70-74,Female,F,20,145112,13.8
,Brain and Other Nervous System,31010-31040,Missouri,29,2019,2019,75-79 years,75-79,Female,F,20,106043,18.9
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,50-54 years,50-54,Female,F,18,316634,5.7
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,55-59 years,55-59,Female,F,27,330304,8.2
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,60-64 years ,60-64,Female,F,31,302904,10.2
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,65-69 years,65-69,Female,F,30,245973,12.2
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,70-74 years,70-74,Female,F,34,204229,16.6
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,75-79 years,75-79,Female,F,33,149031,22.1
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,80-84 years,80-84,Female,F,26,104886,24.8
,Brain and Other Nervous System,31010-31040,New Jersey,34,2019,2019,85+ years,85+,Female,F,19,133201,14.3
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,1-4 years,01. Apr,Female,F,19,442150,4.3
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,10-14 years,Oct 14,Female,F,17,537699,3.2
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,25-29 years,25-29,Female,F,17,732300,2.3
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,30-34 years,30-34,Female,F,23,699367,3.3
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,35-39 years,35-39,Female,F,25,642101,3.9
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,45-49 years,45-49,Female,F,25,613969,4.1
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,50-54 years,50-54,Female,F,39,656788,5.9
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,55-59 years,55-59,Female,F,56,699982,8
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,60-64 years ,60-64,Female,F,56,653612,8.6
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,65-69 years,65-69,Female,F,66,551794,12
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,70-74 years,70-74,Female,F,79,454732,17.4
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,75-79 years,75-79,Female,F,52,329691,15.8
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,80-84 years,80-84,Female,F,41,237200,17.3
,Brain and Other Nervous System,31010-31040,New York,36,2019,2019,85+ years,85+,Female,F,38,302494,12.6
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,50-54 years,50-54,Female,F,19,346300,5.5
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,55-59 years,55-59,Female,F,21,366341,5.7
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,60-64 years ,60-64,Female,F,37,349308,10.6
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,65-69 years,65-69,Female,F,34,310552,10.9
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,70-74 years,70-74,Female,F,33,256800,12.9
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,75-79 years,75-79,Female,F,38,176072,21.6
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,80-84 years,80-84,Female,F,19,116867,16.3
,Brain and Other Nervous System,31010-31040,North Carolina,37,2019,2019,85+ years,85+,Female,F,24,124490,19.3
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,1-4 years,01. Apr,Female,F,16,273104,5.9
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,5-9 years,05. Sep,Female,F,17,346052,4.9
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,45-49 years,45-49,Female,F,19,360903,5.3
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,50-54 years,50-54,Female,F,37,371783,10
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,55-59 years,55-59,Female,F,39,414756,9.4
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,60-64 years ,60-64,Female,F,53,413355,12.8
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,65-69 years,65-69,Female,F,47,351133,13.4
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,70-74 years,70-74,Female,F,39,281657,13.8
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,75-79 years,75-79,Female,F,34,200897,16.9
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,80-84 years,80-84,Female,F,23,142833,16.1
,Brain and Other Nervous System,31010-31040,Ohio,39,2019,2019,85+ years,85+,Female,F,20,166866,12
,Brain and Other Nervous System,31010-31040,Oklahoma,40,2019,2019,65-69 years,65-69,Female,F,19,108181,17.6
,Brain and Other Nervous System,31010-31040,Oregon,41,2019,2019,70-74 years,70-74,Female,F,21,108160,19.4
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,1-4 years,01. Apr,Female,F,18,274879,6.5
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,30-34 years,30-34,Female,F,20,417688,4.8
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,35-39 years,35-39,Female,F,16,394555,4.1
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,45-49 years,45-49,Female,F,19,389883,4.9
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,55-59 years,55-59,Female,F,35,466559,7.5
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,60-64 years ,60-64,Female,F,40,463429,8.6
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,65-69 years,65-69,Female,F,58,396948,14.6
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,70-74 years,70-74,Female,F,63,321627,19.6
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,75-79 years,75-79,Female,F,45,234985,19.2
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,80-84 years,80-84,Female,F,31,169671,18.3
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2019,2019,85+ years,85+,Female,F,42,219194,19.2
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,65-69 years,65-69,Female,F,18,168333,10.7
,Brain and Other Nervous System,31010-31040,South Carolina,45,2019,2019,70-74 years,70-74,Female,F,23,140364,16.4
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,60-64 years ,60-64,Female,F,16,228979,7
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,65-69 years,65-69,Female,F,21,199908,10.5
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,70-74 years,70-74,Female,F,31,165364,18.7
,Brain and Other Nervous System,31010-31040,Tennessee,47,2019,2019,75-79 years,75-79,Female,F,16,115517,13.9
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,1-4 years,01. Apr,Female,F,23,791626,2.9
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,5-9 years,05. Sep,Female,F,30,1012435,3
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,10-14 years,Oct 14,Female,F,20,1031937,1.9
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,15-19 years,15-19,Female,F,24,1005304,2.4
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,25-29 years,25-29,Female,F,21,1061843,2
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,30-34 years,30-34,Female,F,22,1036066,2.1
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,35-39 years,35-39,Female,F,40,1025618,3.9
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,40-44 years,40-44,Female,F,34,938570,3.6
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,45-49 years,45-49,Female,F,45,932753,4.8
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,50-54 years,50-54,Female,F,56,856123,6.5
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,55-59 years,55-59,Female,F,54,877447,6.2
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,60-64 years ,60-64,Female,F,66,803516,8.2
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,65-69 years,65-69,Female,F,82,670181,12.2
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,70-74 years,70-74,Female,F,79,527996,15
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,75-79 years,75-79,Female,F,56,363942,15.4
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,80-84 years,80-84,Female,F,32,242053,13.2
,Brain and Other Nervous System,31010-31040,Texas,48,2019,2019,85+ years,85+,Female,F,48,256745,18.7
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,55-59 years,55-59,Female,F,20,300525,6.7
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,60-64 years ,60-64,Female,F,19,277515,6.8
,Brain and Other Nervous System,31010-31040,Virginia,51,2019,2019,65-69 years,65-69,Female,F,35,235025,14.9
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,50-54 years,50-54,Female,F,16,227311,7
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,55-59 years,55-59,Female,F,20,247268,8.1
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,60-64 years ,60-64,Female,F,30,242858,12.4
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,65-69 years,65-69,Female,F,28,215436,13
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,70-74 years,70-74,Female,F,32,170605,18.8
,Brain and Other Nervous System,31010-31040,Washington,53,2019,2019,75-79 years,75-79,Female,F,18,112696,16
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,55-59 years,55-59,Female,F,16,213702,7.5
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,60-64 years ,60-64,Female,F,18,202963,8.9
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2019,2019,65-69 years,65-69,Female,F,28,173144,16.2
,Breast,26000,Alabama,1,2019,2019,25-29 years,25-29,Female,F,25,169764,14.7
,Breast,26000,Alabama,1,2019,2019,30-34 years,30-34,Female,F,40,158239,25.3
,Breast,26000,Alabama,1,2019,2019,35-39 years,35-39,Female,F,91,156987,58
,Breast,26000,Alabama,1,2019,2019,40-44 years,40-44,Female,F,207,149908,138.1
,Breast,26000,Alabama,1,2019,2019,45-49 years,45-49,Female,F,322,159564,201.8
,Breast,26000,Alabama,1,2019,2019,50-54 years,50-54,Female,F,400,158477,252.4
,Breast,26000,Alabama,1,2019,2019,55-59 years,55-59,Female,F,452,174973,258.3
,Breast,26000,Alabama,1,2019,2019,60-64 years ,60-64,Female,F,584,169849,343.8
,Breast,26000,Alabama,1,2019,2019,65-69 years,65-69,Female,F,622,148314,419.4
,Breast,26000,Alabama,1,2019,2019,70-74 years,70-74,Female,F,545,123192,442.4
,Breast,26000,Alabama,1,2019,2019,75-79 years,75-79,Female,F,368,87695,419.6
,Breast,26000,Alabama,1,2019,2019,80-84 years,80-84,Female,F,266,59865,444.3
,Breast,26000,Alabama,1,2019,2019,85+ years,85+,Female,F,176,60637,290.3
,Breast,26000,Alaska,2,2019,2019,40-44 years,40-44,Female,F,31,20731,149.5
,Breast,26000,Alaska,2,2019,2019,45-49 years,45-49,Female,F,42,20254,207.4
,Breast,26000,Alaska,2,2019,2019,50-54 years,50-54,Female,F,48,20485,234.3
,Breast,26000,Alaska,2,2019,2019,55-59 years,55-59,Female,F,71,23079,307.6
,Breast,26000,Alaska,2,2019,2019,60-64 years ,60-64,Female,F,73,22241,328.2
,Breast,26000,Alaska,2,2019,2019,65-69 years,65-69,Female,F,88,17673,497.9
,Breast,26000,Alaska,2,2019,2019,70-74 years,70-74,Female,F,67,12117,552.9
,Breast,26000,Alaska,2,2019,2019,75-79 years,75-79,Female,F,38,7529,504.7
,Breast,26000,Arizona,4,2019,2019,25-29 years,25-29,Female,F,28,253106,11.1
,Breast,26000,Arizona,4,2019,2019,30-34 years,30-34,Female,F,58,232649,24.9
,Breast,26000,Arizona,4,2019,2019,35-39 years,35-39,Female,F,115,229018,50.2
,Breast,26000,Arizona,4,2019,2019,40-44 years,40-44,Female,F,236,213403,110.6
,Breast,26000,Arizona,4,2019,2019,45-49 years,45-49,Female,F,361,217630,165.9
,Breast,26000,Arizona,4,2019,2019,50-54 years,50-54,Female,F,445,211827,210.1
,Breast,26000,Arizona,4,2019,2019,55-59 years,55-59,Female,F,570,230465,247.3
,Breast,26000,Arizona,4,2019,2019,60-64 years ,60-64,Female,F,705,229478,307.2
,Breast,26000,Arizona,4,2019,2019,65-69 years,65-69,Female,F,844,214430,393.6
,Breast,26000,Arizona,4,2019,2019,70-74 years,70-74,Female,F,757,188636,401.3
,Breast,26000,Arizona,4,2019,2019,75-79 years,75-79,Female,F,535,135655,394.4
,Breast,26000,Arizona,4,2019,2019,80-84 years,80-84,Female,F,326,85411,381.7
,Breast,26000,Arizona,4,2019,2019,85+ years,85+,Female,F,252,86087,292.7
,Breast,26000,Arkansas,5,2019,2019,30-34 years,30-34,Female,F,19,96072,19.8
,Breast,26000,Arkansas,5,2019,2019,35-39 years,35-39,Female,F,55,96314,57.1
,Breast,26000,Arkansas,5,2019,2019,40-44 years,40-44,Female,F,101,89940,112.3
,Breast,26000,Arkansas,5,2019,2019,45-49 years,45-49,Female,F,173,92899,186.2
,Breast,26000,Arkansas,5,2019,2019,50-54 years,50-54,Female,F,217,90921,238.7
,Breast,26000,Arkansas,5,2019,2019,55-59 years,55-59,Female,F,289,101899,283.6
,Breast,26000,Arkansas,5,2019,2019,60-64 years ,60-64,Female,F,327,98274,332.7
,Breast,26000,Arkansas,5,2019,2019,65-69 years,65-69,Female,F,396,87677,451.7
,Breast,26000,Arkansas,5,2019,2019,70-74 years,70-74,Female,F,367,74020,495.8
,Breast,26000,Arkansas,5,2019,2019,75-79 years,75-79,Female,F,269,54046,497.7
,Breast,26000,Arkansas,5,2019,2019,80-84 years,80-84,Female,F,164,36023,455.3
,Breast,26000,Arkansas,5,2019,2019,85+ years,85+,Female,F,124,38752,320
,Breast,26000,California,6,2019,2019,20-24 years,20-24,Female,F,21,1283837,1.6
,Breast,26000,California,6,2019,2019,25-29 years,25-29,Female,F,145,1492844,9.7
