Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,Non-Hodgkin Lymphoma,33041-33042,New Hampshire,33,2019,2019,85+ years,85+,Male,M,25
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,25-29 years,25-29,Male,M,18
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,30-34 years,30-34,Male,M,23
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,35-39 years,35-39,Female,F,19
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,35-39 years,35-39,Male,M,18
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,40-44 years,40-44,Female,F,26
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,40-44 years,40-44,Male,M,35
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,45-49 years,45-49,Female,F,34
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,45-49 years,45-49,Male,M,56
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,50-54 years,50-54,Female,F,83
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,50-54 years,50-54,Male,M,92
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,55-59 years,55-59,Female,F,87
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,55-59 years,55-59,Male,M,127
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,60-64 years ,60-64,Female,F,128
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,60-64 years ,60-64,Male,M,136
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,65-69 years,65-69,Female,F,123
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,65-69 years,65-69,Male,M,174
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,70-74 years,70-74,Female,F,141
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,70-74 years,70-74,Male,M,166
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,75-79 years,75-79,Female,F,146
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,75-79 years,75-79,Male,M,157
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,80-84 years,80-84,Female,F,92
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,80-84 years,80-84,Male,M,119
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,85+ years,85+,Female,F,119
,Non-Hodgkin Lymphoma,33041-33042,New Jersey,34,2019,2019,85+ years,85+,Male,M,110
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,55-59 years,55-59,Male,M,21
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,60-64 years ,60-64,Female,F,24
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,60-64 years ,60-64,Male,M,27
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,65-69 years,65-69,Female,F,25
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,65-69 years,65-69,Male,M,33
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,70-74 years,70-74,Female,F,28
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,70-74 years,70-74,Male,M,35
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,75-79 years,75-79,Female,F,29
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,75-79 years,75-79,Male,M,34
,Non-Hodgkin Lymphoma,33041-33042,New Mexico,35,2019,2019,80-84 years,80-84,Male,M,18
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,15-19 years,15-19,Male,M,21
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,20-24 years,20-24,Female,F,16
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,20-24 years,20-24,Male,M,23
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,25-29 years,25-29,Female,F,27
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,25-29 years,25-29,Male,M,31
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,30-34 years,30-34,Female,F,35
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,30-34 years,30-34,Male,M,55
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,35-39 years,35-39,Female,F,50
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,35-39 years,35-39,Male,M,61
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,40-44 years,40-44,Female,F,65
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,40-44 years,40-44,Male,M,67
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,45-49 years,45-49,Female,F,92
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,45-49 years,45-49,Male,M,98
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,50-54 years,50-54,Female,F,136
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,50-54 years,50-54,Male,M,149
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,55-59 years,55-59,Female,F,193
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,55-59 years,55-59,Male,M,272
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,60-64 years ,60-64,Female,F,289
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,60-64 years ,60-64,Male,M,364
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,65-69 years,65-69,Female,F,316
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,65-69 years,65-69,Male,M,361
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,70-74 years,70-74,Female,F,322
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,70-74 years,70-74,Male,M,379
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,75-79 years,75-79,Female,F,292
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,75-79 years,75-79,Male,M,400
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,80-84 years,80-84,Female,F,215
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,80-84 years,80-84,Male,M,246
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,85+ years,85+,Female,F,249
,Non-Hodgkin Lymphoma,33041-33042,New York,36,2019,2019,85+ years,85+,Male,M,227
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,20-24 years,20-24,Male,M,17
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,30-34 years,30-34,Male,M,23
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,35-39 years,35-39,Female,F,16
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,35-39 years,35-39,Male,M,29
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,40-44 years,40-44,Female,F,30
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,40-44 years,40-44,Male,M,28
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,45-49 years,45-49,Female,F,32
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,45-49 years,45-49,Male,M,61
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,50-54 years,50-54,Female,F,58
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,50-54 years,50-54,Male,M,66
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,55-59 years,55-59,Female,F,96
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,55-59 years,55-59,Male,M,90
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,60-64 years ,60-64,Female,F,121
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,60-64 years ,60-64,Male,M,163
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,65-69 years,65-69,Female,F,130
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,65-69 years,65-69,Male,M,172
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,70-74 years,70-74,Female,F,156
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,70-74 years,70-74,Male,M,200
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,75-79 years,75-79,Female,F,140
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,75-79 years,75-79,Male,M,168
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,80-84 years,80-84,Female,F,92
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,80-84 years,80-84,Male,M,114
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,85+ years,85+,Female,F,92
,Non-Hodgkin Lymphoma,33041-33042,North Carolina,37,2019,2019,85+ years,85+,Male,M,77
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,25-29 years,25-29,Male,M,20
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,30-34 years,30-34,Male,M,28
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,35-39 years,35-39,Female,F,17
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,35-39 years,35-39,Male,M,30
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,40-44 years,40-44,Female,F,26
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,40-44 years,40-44,Male,M,39
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,45-49 years,45-49,Female,F,49
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,45-49 years,45-49,Male,M,60
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,50-54 years,50-54,Female,F,65
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,50-54 years,50-54,Male,M,90
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,55-59 years,55-59,Female,F,128
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,55-59 years,55-59,Male,M,122
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,60-64 years ,60-64,Female,F,182
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,60-64 years ,60-64,Male,M,212
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,65-69 years,65-69,Female,F,152
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,65-69 years,65-69,Male,M,232
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,70-74 years,70-74,Female,F,177
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,70-74 years,70-74,Male,M,240
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,75-79 years,75-79,Female,F,177
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,75-79 years,75-79,Male,M,182
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,80-84 years,80-84,Female,F,153
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,80-84 years,80-84,Male,M,157
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,85+ years,85+,Female,F,110
,Non-Hodgkin Lymphoma,33041-33042,Ohio,39,2019,2019,85+ years,85+,Male,M,122
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,45-49 years,45-49,Male,M,16
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,50-54 years,50-54,Female,F,17
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,50-54 years,50-54,Male,M,20
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,55-59 years,55-59,Female,F,30
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,55-59 years,55-59,Male,M,45
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,60-64 years ,60-64,Female,F,49
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,60-64 years ,60-64,Male,M,53
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,65-69 years,65-69,Female,F,48
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,65-69 years,65-69,Male,M,72
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,70-74 years,70-74,Female,F,56
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,70-74 years,70-74,Male,M,70
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,75-79 years,75-79,Female,F,44
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,75-79 years,75-79,Male,M,64
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,80-84 years,80-84,Female,F,36
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,80-84 years,80-84,Male,M,44
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,85+ years,85+,Female,F,40
,Non-Hodgkin Lymphoma,33041-33042,Oklahoma,40,2019,2019,85+ years,85+,Male,M,36
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,45-49 years,45-49,Female,F,17
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,45-49 years,45-49,Male,M,23
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,50-54 years,50-54,Female,F,20
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,50-54 years,50-54,Male,M,19
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,55-59 years,55-59,Female,F,31
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,55-59 years,55-59,Male,M,50
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,60-64 years ,60-64,Female,F,38
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,60-64 years ,60-64,Male,M,58
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,65-69 years,65-69,Female,F,46
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,65-69 years,65-69,Male,M,78
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,70-74 years,70-74,Female,F,54
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,70-74 years,70-74,Male,M,65
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,75-79 years,75-79,Female,F,56
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,75-79 years,75-79,Male,M,76
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,80-84 years,80-84,Female,F,47
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,80-84 years,80-84,Male,M,46
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,85+ years,85+,Female,F,45
,Non-Hodgkin Lymphoma,33041-33042,Oregon,41,2019,2019,85+ years,85+,Male,M,30
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,25-29 years,25-29,Male,M,16
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,30-34 years,30-34,Female,F,20
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,30-34 years,30-34,Male,M,21
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,35-39 years,35-39,Female,F,26
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,35-39 years,35-39,Male,M,32
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,40-44 years,40-44,Female,F,35
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,40-44 years,40-44,Male,M,38
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,45-49 years,45-49,Female,F,33
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,45-49 years,45-49,Male,M,58
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,50-54 years,50-54,Female,F,94
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,50-54 years,50-54,Male,M,97
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,55-59 years,55-59,Female,F,119
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,55-59 years,55-59,Male,M,161
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,60-64 years ,60-64,Female,F,194
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,60-64 years ,60-64,Male,M,208
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,65-69 years,65-69,Female,F,199
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,65-69 years,65-69,Male,M,241
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,70-74 years,70-74,Female,F,207
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,70-74 years,70-74,Male,M,255
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,75-79 years,75-79,Female,F,206
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,75-79 years,75-79,Male,M,245
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,80-84 years,80-84,Female,F,130
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,80-84 years,80-84,Male,M,178
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,85+ years,85+,Female,F,174
,Non-Hodgkin Lymphoma,33041-33042,Pennsylvania,42,2019,2019,85+ years,85+,Male,M,161
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,60-64 years ,60-64,Female,F,20
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,60-64 years ,60-64,Male,M,16
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,65-69 years,65-69,Male,M,27
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,70-74 years,70-74,Male,M,20
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,75-79 years,75-79,Female,F,18
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,75-79 years,75-79,Male,M,20
,Non-Hodgkin Lymphoma,33041-33042,Rhode Island,44,2019,2019,85+ years,85+,Female,F,25
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,45-49 years,45-49,Male,M,29
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,50-54 years,50-54,Male,M,35
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,55-59 years,55-59,Female,F,40
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,55-59 years,55-59,Male,M,35
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,60-64 years ,60-64,Female,F,48
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,60-64 years ,60-64,Male,M,60
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,65-69 years,65-69,Female,F,65
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,65-69 years,65-69,Male,M,83
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,70-74 years,70-74,Female,F,58
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,70-74 years,70-74,Male,M,72
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,75-79 years,75-79,Female,F,64
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,75-79 years,75-79,Male,M,70
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,80-84 years,80-84,Female,F,47
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,80-84 years,80-84,Male,M,41
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,85+ years,85+,Female,F,33
,Non-Hodgkin Lymphoma,33041-33042,South Carolina,45,2019,2019,85+ years,85+,Male,M,33
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,60-64 years ,60-64,Male,M,23
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,65-69 years,65-69,Male,M,24
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,70-74 years,70-74,Male,M,25
,Non-Hodgkin Lymphoma,33041-33042,South Dakota,46,2019,2019,75-79 years,75-79,Male,M,17
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,40-44 years,40-44,Female,F,18
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,45-49 years,45-49,Female,F,21
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,45-49 years,45-49,Male,M,28
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,50-54 years,50-54,Female,F,38
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,50-54 years,50-54,Male,M,41
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,55-59 years,55-59,Female,F,54
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,55-59 years,55-59,Male,M,83
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,60-64 years ,60-64,Female,F,69
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,60-64 years ,60-64,Male,M,84
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,65-69 years,65-69,Female,F,95
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,65-69 years,65-69,Male,M,125
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,70-74 years,70-74,Female,F,95
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,70-74 years,70-74,Male,M,118
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,75-79 years,75-79,Female,F,97
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,75-79 years,75-79,Male,M,100
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,80-84 years,80-84,Female,F,62
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,80-84 years,80-84,Male,M,74
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,85+ years,85+,Female,F,61
,Non-Hodgkin Lymphoma,33041-33042,Tennessee,47,2019,2019,85+ years,85+,Male,M,62
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,10-14 years,Oct 14,Male,M,19
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,15-19 years,15-19,Male,M,26
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,20-24 years,20-24,Male,M,30
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,25-29 years,25-29,Female,F,39
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,25-29 years,25-29,Male,M,41
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,30-34 years,30-34,Female,F,42
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,30-34 years,30-34,Male,M,56
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,35-39 years,35-39,Female,F,46
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,35-39 years,35-39,Male,M,65
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,40-44 years,40-44,Female,F,61
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,40-44 years,40-44,Male,M,80
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,45-49 years,45-49,Female,F,101
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,45-49 years,45-49,Male,M,114
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,50-54 years,50-54,Female,F,131
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,50-54 years,50-54,Male,M,165
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,55-59 years,55-59,Female,F,191
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,55-59 years,55-59,Male,M,247
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,60-64 years ,60-64,Female,F,244
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,60-64 years ,60-64,Male,M,352
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,65-69 years,65-69,Female,F,335
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,65-69 years,65-69,Male,M,374
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,70-74 years,70-74,Female,F,327
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,70-74 years,70-74,Male,M,374
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,75-79 years,75-79,Female,F,266
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,75-79 years,75-79,Male,M,341
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,80-84 years,80-84,Female,F,224
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,80-84 years,80-84,Male,M,245
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,85+ years,85+,Female,F,207
,Non-Hodgkin Lymphoma,33041-33042,Texas,48,2019,2019,85+ years,85+,Male,M,196
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,50-54 years,50-54,Male,M,18
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,55-59 years,55-59,Female,F,16
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,55-59 years,55-59,Male,M,17
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,60-64 years ,60-64,Female,F,30
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,60-64 years ,60-64,Male,M,37
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,65-69 years,65-69,Female,F,34
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,65-69 years,65-69,Male,M,36
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,70-74 years,70-74,Female,F,40
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,70-74 years,70-74,Male,M,40
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,75-79 years,75-79,Female,F,28
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,75-79 years,75-79,Male,M,39
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,80-84 years,80-84,Female,F,16
,Non-Hodgkin Lymphoma,33041-33042,Utah,49,2019,2019,80-84 years,80-84,Male,M,26
